A,25846857
B,12828474
C,20824097
D,18802798
E,12595618
F,3507794
G,8207660
H,5845254
I,3040562
J,35767880
K,15258679
L,14978479
M,27590770
N,7159422
O,1961134
P,7533451
Q,288269
R,17570144
S,19543930
T,12010273
U,182258
V,3795658
W,4832984
X,345204
Y,1377724
Z,1541457
